subj_idx,val,matchness,seq,rt,ACC,response
1,square,mismatch,image_first,0.663,1,0
1,triangle,match,image_first,1.14,0,0
1,square,mismatch,image_first,0.742,1,0
1,circle,match,image_first,0.553,1,1
1,triangle,match,image_first,0.599,1,1
1,square,match,image_first,0.588,1,1
1,square,match,image_first,0.669,1,1
1,triangle,mismatch,image_first,0.609,1,0
1,square,mismatch,image_first,0.671,1,0
1,triangle,mismatch,image_first,0.598,1,0
1,circle,mismatch,image_first,0.615,1,0
1,circle,match,image_first,0.561,1,1
1,circle,mismatch,image_first,0.578,1,0
1,circle,mismatch,image_first,0.63,1,0
1,triangle,match,image_first,0.546,1,1
1,square,mismatch,image_first,0.714,1,0
1,circle,mismatch,image_first,0.74,1,0
1,triangle,mismatch,image_first,0.648,1,0
1,square,match,image_first,0.679,1,1
1,circle,match,image_first,0.592,1,1
1,triangle,mismatch,image_first,0.591,1,0
1,square,mismatch,image_first,0.615,1,0
1,square,match,image_first,0.576,1,1
1,triangle,match,image_first,0.564,1,1
1,circle,match,image_first,0.538,1,1
1,triangle,match,image_first,0.493,1,1
1,circle,match,image_first,0.52,1,1
1,triangle,mismatch,image_first,0.643,1,0
1,triangle,match,image_first,0.568,1,1
1,circle,mismatch,image_first,0.736,1,0
1,square,match,image_first,0.497,1,1
1,triangle,mismatch,image_first,0.615,1,0
1,square,mismatch,image_first,0.636,1,0
1,circle,match,image_first,0.548,1,1
1,square,match,image_first,0.588,1,1
1,square,mismatch,image_first,0.567,1,0
1,circle,mismatch,image_first,0.664,1,0
1,square,match,image_first,0.588,1,1
1,triangle,match,image_first,0.579,1,1
1,triangle,mismatch,image_first,0.626,1,0
1,circle,mismatch,image_first,0.638,1,0
1,square,mismatch,image_first,0.748,1,0
1,circle,match,image_first,0.555,1,1
1,triangle,mismatch,image_first,0.55,1,0
1,circle,mismatch,image_first,0.682,1,0
1,square,match,image_first,0.571,1,1
1,circle,match,image_first,0.584,1,1
1,triangle,match,image_first,0.528,1,1
1,square,mismatch,image_first,0.58,1,0
1,triangle,mismatch,image_first,0.634,1,0
1,square,match,image_first,0.528,1,1
1,triangle,match,image_first,0.551,1,1
1,circle,match,image_first,0.533,1,1
1,square,mismatch,image_first,0.545,1,0
1,circle,mismatch,image_first,0.64,1,0
1,circle,match,image_first,0.546,1,1
1,square,match,image_first,0.552,1,1
1,square,mismatch,image_first,0.597,1,0
1,triangle,match,image_first,0.565,1,1
1,triangle,mismatch,image_first,0.6,1,0
1,circle,mismatch,image_first,0.619,1,0
1,square,match,image_first,0.599,1,1
1,circle,mismatch,image_first,0.638,1,0
1,triangle,match,image_first,0.562,1,1
1,circle,match,image_first,0.596,1,1
1,circle,mismatch,image_first,0.57,1,0
1,triangle,mismatch,image_first,0.624,1,0
1,square,match,image_first,0.558,1,1
1,square,mismatch,image_first,0.568,1,0
1,triangle,mismatch,image_first,0.626,1,0
1,circle,match,image_first,0.542,1,1
1,square,mismatch,image_first,0.668,1,0
1,triangle,match,image_first,0.516,1,1
1,circle,mismatch,image_first,0.558,1,0
1,triangle,mismatch,image_first,0.622,1,0
1,square,mismatch,image_first,0.631,1,0
1,square,match,image_first,0.643,1,1
1,circle,match,image_first,0.567,1,1
1,square,match,image_first,0.578,1,1
1,circle,mismatch,image_first,0.544,1,0
1,triangle,mismatch,image_first,0.616,1,0
1,circle,match,image_first,0.507,1,1
1,square,mismatch,image_first,0.537,1,0
1,triangle,match,image_first,0.533,1,1
1,triangle,match,image_first,0.53,1,1
1,square,mismatch,image_first,0.525,1,0
1,triangle,mismatch,image_first,0.603,1,0
1,circle,match,image_first,0.545,1,1
1,circle,mismatch,image_first,0.602,1,0
1,square,mismatch,image_first,0.635,1,0
1,square,match,image_first,0.566,1,1
1,square,match,image_first,0.589,1,1
1,triangle,mismatch,image_first,0.61,1,0
1,triangle,match,image_first,0.527,1,1
1,circle,match,image_first,0.577,1,1
1,triangle,match,image_first,0.76,1,1
1,circle,mismatch,image_first,0.669,1,0
1,square,match,image_first,0.475,1,1
1,circle,mismatch,image_first,0.676,1,0
1,triangle,match,image_first,0.541,1,1
1,circle,match,image_first,0.527,1,1
1,circle,mismatch,image_first,0.588,1,0
1,square,mismatch,image_first,0.632,1,0
1,triangle,mismatch,image_first,0.683,1,0
1,square,match,image_first,0.568,1,1
1,square,mismatch,image_first,0.641,1,0
1,triangle,mismatch,image_first,0.679,1,0
1,circle,match,image_first,0.54,1,1
1,triangle,match,image_first,0.531,1,1
1,circle,mismatch,image_first,0.596,1,0
1,square,mismatch,image_first,0.711,1,0
1,triangle,mismatch,image_first,0.616,1,0
1,circle,mismatch,image_first,0.648,1,0
1,triangle,match,image_first,0.572,1,1
1,circle,match,image_first,0.625,1,1
1,square,match,image_first,0.641,1,1
1,triangle,match,image_first,0.586,1,1
1,triangle,mismatch,image_first,0.584,1,0
1,square,match,image_first,0.564,1,1
1,square,mismatch,image_first,0.547,1,0
1,circle,match,image_first,0.591,1,1
1,circle,mismatch,image_first,0.694,1,0
1,circle,match,image_first,0.536,1,1
1,square,match,image_first,0.595,1,1
1,circle,mismatch,image_first,0.591,1,0
1,square,match,image_first,0.522,1,1
1,triangle,mismatch,image_first,0.591,1,0
1,triangle,match,image_first,0.508,1,1
1,circle,match,image_first,0.494,1,1
1,square,mismatch,image_first,0.607,1,0
1,triangle,match,image_first,0.468,1,1
1,square,mismatch,image_first,0.553,1,0
1,triangle,mismatch,image_first,0.622,1,0
1,circle,mismatch,image_first,0.628,1,0
1,triangle,mismatch,image_first,0.65,1,0
1,triangle,match,image_first,0.522,1,1
1,circle,match,image_first,0.548,1,1
1,square,mismatch,image_first,0.586,1,0
1,square,match,image_first,0.665,1,1
1,circle,match,image_first,0.552,1,1
1,triangle,mismatch,image_first,0.568,1,0
1,square,match,image_first,0.61,1,1
1,circle,mismatch,image_first,0.579,1,0
1,square,mismatch,image_first,0.677,1,0
1,triangle,match,image_first,0.501,1,1
1,triangle,match,image_first,0.504,1,1
1,circle,mismatch,image_first,0.609,1,0
1,circle,match,image_first,0.576,1,1
1,square,mismatch,image_first,0.492,0,1
1,square,match,image_first,0.506,1,1
1,square,match,image_first,0.591,1,1
1,circle,match,image_first,0.672,1,1
1,triangle,mismatch,image_first,0.583,1,0
1,square,mismatch,image_first,0.646,1,0
1,triangle,mismatch,image_first,0.64,1,0
1,triangle,match,image_first,0.588,1,1
1,circle,mismatch,image_first,0.718,1,0
1,triangle,match,image_first,0.561,1,1
1,triangle,mismatch,image_first,0.638,1,0
1,triangle,match,image_first,0.599,1,1
1,circle,match,image_first,0.557,1,1
1,circle,mismatch,image_first,0.646,1,0
1,square,match,image_first,0.536,1,1
1,triangle,mismatch,image_first,0.601,1,0
1,square,mismatch,image_first,0.74,1,0
1,circle,match,image_first,0.567,1,1
1,circle,mismatch,image_first,0.626,1,0
1,square,match,image_first,0.621,1,1
1,square,mismatch,image_first,0.558,1,0
1,triangle,match,image_first,0.575,1,1
1,square,mismatch,image_first,0.63,1,0
1,circle,mismatch,image_first,0.634,1,0
1,square,match,image_first,0.565,1,1
1,triangle,mismatch,image_first,0.576,1,0
1,circle,match,image_first,0.546,1,1
1,circle,mismatch,image_first,0.65,1,0
1,circle,match,image_first,0.675,1,1
1,triangle,mismatch,image_first,0.602,1,0
1,square,match,image_first,0.546,1,1
1,triangle,match,image_first,0.674,1,1
1,square,mismatch,image_first,0.562,1,0
1,triangle,mismatch,word_first,0.689,1,0
1,circle,mismatch,word_first,0.706,1,0
1,square,mismatch,word_first,0.682,1,0
1,triangle,match,word_first,0.612,1,1
1,triangle,match,word_first,0.59,1,1
1,triangle,mismatch,word_first,0.572,1,0
1,circle,match,word_first,0.626,1,1
1,circle,mismatch,word_first,0.605,1,0
1,square,mismatch,word_first,0.609,1,0
1,square,match,word_first,0.724,1,1
1,circle,match,word_first,0.566,1,1
1,square,match,word_first,0.566,1,1
1,triangle,mismatch,word_first,0.552,1,0
1,circle,match,word_first,0.534,1,1
1,triangle,mismatch,word_first,0.806,1,0
1,square,match,word_first,0.5,1,1
1,circle,mismatch,word_first,0.568,1,0
1,square,mismatch,word_first,0.649,1,0
1,circle,match,word_first,0.937,1,1
1,square,mismatch,word_first,0.561,1,0
1,square,match,word_first,0.587,1,1
1,triangle,match,word_first,0.569,1,1
1,circle,mismatch,word_first,0.594,1,0
1,triangle,match,word_first,0.662,1,1
1,square,match,word_first,0.535,1,1
1,square,match,word_first,0.531,1,1
1,circle,match,word_first,0.491,1,1
1,circle,match,word_first,0.428,1,1
1,triangle,mismatch,word_first,0.632,1,0
1,triangle,mismatch,word_first,0.612,1,0
1,square,mismatch,word_first,0.651,1,0
1,triangle,match,word_first,0.629,1,1
1,circle,mismatch,word_first,0.516,1,0
1,circle,mismatch,word_first,0.626,1,0
1,triangle,match,word_first,0.567,1,1
1,square,mismatch,word_first,0.569,1,0
1,triangle,mismatch,word_first,0.589,1,0
1,square,mismatch,word_first,0.607,1,0
1,circle,match,word_first,0.64,1,1
1,triangle,match,word_first,0.616,1,1
1,triangle,mismatch,word_first,0.585,1,0
1,circle,mismatch,word_first,0.616,1,0
1,square,match,word_first,0.618,1,1
1,square,match,word_first,0.567,1,1
1,triangle,match,word_first,0.627,1,1
1,square,mismatch,word_first,0.663,1,0
1,circle,match,word_first,0.568,1,1
1,circle,mismatch,word_first,0.601,1,0
1,triangle,mismatch,word_first,0.69,1,0
1,square,mismatch,word_first,0.612,1,0
1,triangle,match,word_first,0.605,1,1
1,circle,match,word_first,0.617,1,1
1,circle,mismatch,word_first,0.554,1,0
1,square,match,word_first,0.551,1,1
1,square,mismatch,word_first,0.566,1,0
1,circle,mismatch,word_first,0.606,1,0
1,triangle,match,word_first,0.587,1,1
1,circle,match,word_first,0.547,1,1
1,triangle,mismatch,word_first,0.545,1,0
1,square,match,word_first,0.514,1,1
1,circle,match,word_first,0.616,1,1
1,circle,match,word_first,0.54,1,1
1,square,match,word_first,0.633,1,1
1,triangle,mismatch,word_first,0.548,1,0
1,triangle,mismatch,word_first,0.655,1,0
1,square,match,word_first,0.542,1,1
1,circle,mismatch,word_first,0.506,1,0
1,triangle,match,word_first,0.513,1,1
1,square,mismatch,word_first,0.568,1,0
1,square,mismatch,word_first,0.543,1,0
1,triangle,match,word_first,0.457,1,1
1,circle,mismatch,word_first,0.557,1,0
1,circle,mismatch,word_first,0.534,1,0
1,circle,match,word_first,0.415,1,1
1,triangle,match,word_first,0.545,1,1
1,square,match,word_first,0.557,1,1
1,square,mismatch,word_first,0.509,1,0
1,triangle,mismatch,word_first,0.513,1,0
1,circle,match,word_first,0.527,1,1
1,triangle,mismatch,word_first,0.56,1,0
1,square,mismatch,word_first,0.613,1,0
1,square,match,word_first,0.53,1,1
1,triangle,match,word_first,0.516,1,1
1,circle,mismatch,word_first,0.522,1,0
1,triangle,mismatch,word_first,0.577,1,0
1,circle,mismatch,word_first,0.572,1,0
1,circle,match,word_first,0.524,1,1
1,triangle,mismatch,word_first,0.558,1,0
1,square,match,word_first,0.619,1,1
1,triangle,match,word_first,0.53,1,1
1,square,mismatch,word_first,0.529,1,0
1,square,match,word_first,0.518,1,1
1,triangle,match,word_first,0.511,1,1
1,circle,match,word_first,0.63,1,1
1,circle,mismatch,word_first,0.61,1,0
1,square,mismatch,word_first,0.525,1,0
1,square,mismatch,word_first,0.56,1,0
1,circle,mismatch,word_first,0.532,1,0
1,triangle,mismatch,word_first,0.586,1,0
1,circle,mismatch,word_first,0.62,1,0
1,triangle,mismatch,word_first,0.537,1,0
1,triangle,match,word_first,0.537,1,1
1,square,match,word_first,0.592,1,1
1,square,match,word_first,0.638,1,1
1,circle,match,word_first,0.693,1,1
1,square,mismatch,word_first,0.572,1,0
1,triangle,match,word_first,0.546,1,1
1,circle,match,word_first,0.584,1,1
1,triangle,mismatch,word_first,0.549,1,0
1,triangle,match,word_first,0.57,1,1
1,square,match,word_first,0.518,1,1
1,triangle,match,word_first,0.521,1,1
1,circle,match,word_first,0.43,1,1
1,square,mismatch,word_first,0.566,1,0
1,circle,match,word_first,0.582,1,1
1,square,mismatch,word_first,0.577,1,0
1,circle,mismatch,word_first,0.575,1,0
1,triangle,mismatch,word_first,0.563,1,0
1,square,match,word_first,0.519,1,1
1,circle,mismatch,word_first,0.693,1,0
1,circle,mismatch,word_first,0.682,1,0
1,triangle,match,word_first,0.539,1,1
1,square,match,word_first,0.478,1,1
1,square,match,word_first,0.526,1,1
1,circle,match,word_first,0.488,1,1
1,circle,mismatch,word_first,0.537,1,0
1,triangle,mismatch,word_first,0.595,1,0
1,square,mismatch,word_first,1.051,1,0
1,square,mismatch,word_first,0.589,1,0
1,circle,match,word_first,0.533,1,1
1,triangle,mismatch,word_first,0.595,1,0
1,triangle,match,word_first,0.541,1,1
1,square,match,word_first,0.561,0,0
1,square,mismatch,word_first,0.575,1,0
1,square,mismatch,word_first,0.667,1,0
1,circle,mismatch,word_first,0.608,1,0
1,triangle,match,word_first,0.524,1,1
1,circle,match,word_first,0.558,1,1
1,triangle,mismatch,word_first,0.589,1,0
1,circle,match,word_first,0.544,1,1
1,square,match,word_first,0.501,1,1
1,triangle,mismatch,word_first,0.567,1,0
1,circle,mismatch,word_first,0.625,1,0
1,triangle,match,word_first,0.478,1,1
1,circle,mismatch,word_first,0.58,1,0
1,triangle,mismatch,word_first,0.622,1,0
1,circle,mismatch,word_first,0.562,1,0
1,triangle,match,word_first,0.483,1,1
1,triangle,match,word_first,0.51,1,1
1,square,mismatch,word_first,0.453,0,1
1,triangle,mismatch,word_first,0.682,1,0
1,square,match,word_first,0.614,1,1
1,square,mismatch,word_first,0.65,1,0
1,circle,match,word_first,0.899,1,1
1,circle,match,word_first,0.517,1,1
1,square,match,word_first,0.569,1,1
1,triangle,mismatch,word_first,0.641,1,0
1,circle,mismatch,word_first,0.645,1,0
1,square,match,word_first,0.523,1,1
1,triangle,match,word_first,0.594,1,1
1,triangle,match,word_first,0.566,1,1
1,circle,match,word_first,0.556,1,1
1,circle,match,word_first,0.526,1,1
1,triangle,mismatch,word_first,0.569,1,0
1,square,mismatch,word_first,0.88,0,1
1,square,match,word_first,0.496,1,1
1,circle,mismatch,word_first,0.616,1,0
1,square,mismatch,word_first,0.639,1,0
1,triangle,mismatch,word_first,0.649,1,0
1,circle,match,word_first,0.574,1,1
1,square,match,word_first,0.517,1,1
1,triangle,mismatch,word_first,0.609,1,0
1,triangle,match,word_first,0.536,1,1
1,triangle,match,word_first,0.505,1,1
1,square,mismatch,word_first,0.626,1,0
1,circle,mismatch,word_first,0.598,1,0
1,square,mismatch,word_first,0.617,1,0
1,circle,mismatch,word_first,0.606,1,0
1,circle,match,word_first,0.556,1,1
1,square,match,word_first,0.551,1,1
1,square,match,word_first,0.584,1,1
1,triangle,match,word_first,0.612,1,1
1,circle,mismatch,word_first,0.562,1,0
1,circle,match,word_first,0.493,1,1
1,triangle,mismatch,word_first,0.528,1,0
1,triangle,mismatch,word_first,0.592,1,0
1,square,mismatch,word_first,0.601,1,0
1,square,mismatch,word_first,0.621,1,0
1,circle,match,word_first,0.506,1,1
1,triangle,match,word_first,0.522,1,1
1,square,match,word_first,0.552,1,1
1,circle,mismatch,word_first,0.785,1,0
1,square,mismatch,word_first,0.723,1,0
1,circle,mismatch,word_first,0.715,1,0
1,triangle,match,word_first,0.56,1,1
1,square,mismatch,word_first,0.587,1,0
1,circle,mismatch,word_first,0.564,1,0
1,square,match,word_first,0.56,1,1
1,square,match,word_first,0.576,1,1
1,circle,match,word_first,0.543,1,1
1,triangle,mismatch,word_first,0.582,1,0
1,triangle,match,word_first,0.511,1,1
1,circle,match,word_first,0.535,1,1
1,triangle,mismatch,word_first,0.619,1,0
1,square,match,word_first,0.509,1,1
1,triangle,mismatch,word_first,0.629,1,0
1,square,mismatch,word_first,0.652,1,0
1,square,match,word_first,0.509,1,1
1,circle,match,word_first,0.531,1,1
1,circle,match,word_first,0.474,1,1
1,circle,mismatch,word_first,0.542,1,0
1,circle,mismatch,word_first,0.572,1,0
1,square,mismatch,word_first,0.592,1,0
1,triangle,match,word_first,0.542,1,1
1,triangle,match,word_first,0.533,1,1
1,triangle,mismatch,word_first,0.582,1,0
1,circle,match,word_first,0.494,1,1
1,triangle,match,word_first,0.594,1,1
1,square,match,word_first,0.554,1,1
1,square,match,word_first,0.464,1,1
1,circle,match,word_first,0.458,1,1
1,square,mismatch,word_first,0.57,1,0
1,triangle,mismatch,word_first,0.628,1,0
1,triangle,match,word_first,0.525,1,1
1,circle,mismatch,word_first,0.56,1,0
1,triangle,mismatch,word_first,0.578,1,0
1,square,mismatch,word_first,0.629,1,0
1,circle,mismatch,word_first,0.678,1,0
1,square,match,word_first,0.546,1,1
1,triangle,match,word_first,0.532,1,1
1,triangle,mismatch,word_first,0.61,1,0
1,circle,mismatch,word_first,0.715,1,0
1,square,match,word_first,0.587,1,1
1,triangle,match,word_first,0.566,1,1
1,circle,match,word_first,0.518,1,1
1,square,mismatch,word_first,0.631,1,0
1,circle,match,word_first,0.556,1,1
1,square,mismatch,word_first,0.612,1,0
1,circle,mismatch,word_first,0.702,1,0
1,triangle,mismatch,word_first,0.657,1,0
1,circle,match,simultaneous,0.961,1,1
1,triangle,mismatch,simultaneous,1.181,0,1
1,square,match,simultaneous,0.697,1,1
1,circle,mismatch,simultaneous,0.799,1,0
1,triangle,mismatch,simultaneous,0.875,1,0
1,square,mismatch,simultaneous,0.823,1,0
1,square,match,simultaneous,0.737,1,1
1,triangle,match,simultaneous,0.708,1,1
1,circle,match,simultaneous,0.66,1,1
1,circle,mismatch,simultaneous,0.767,1,0
1,square,mismatch,simultaneous,0.883,1,0
1,triangle,match,simultaneous,0.733,1,1
1,triangle,mismatch,simultaneous,0.769,1,0
1,circle,match,simultaneous,0.649,1,1
1,circle,mismatch,simultaneous,0.735,1,0
1,triangle,mismatch,simultaneous,0.894,1,0
1,triangle,match,simultaneous,0.676,1,1
1,triangle,match,simultaneous,0.621,1,1
1,circle,mismatch,simultaneous,0.731,1,0
1,square,match,simultaneous,0.743,1,1
1,square,mismatch,simultaneous,0.705,1,0
1,square,match,simultaneous,0.644,1,1
1,square,mismatch,simultaneous,0.662,1,0
1,circle,match,simultaneous,0.661,1,1
1,square,match,simultaneous,0.808,1,1
1,triangle,mismatch,simultaneous,0.764,1,0
1,circle,match,simultaneous,0.638,1,1
1,circle,mismatch,simultaneous,0.777,1,0
1,square,mismatch,simultaneous,0.914,1,0
1,triangle,mismatch,simultaneous,0.799,1,0
1,triangle,match,simultaneous,0.694,1,1
1,square,mismatch,simultaneous,0.723,1,0
1,triangle,match,simultaneous,0.621,1,1
1,circle,mismatch,simultaneous,0.672,1,0
1,square,match,simultaneous,0.636,1,1
1,circle,match,simultaneous,0.599,1,1
1,triangle,mismatch,simultaneous,0.759,1,0
1,triangle,match,simultaneous,0.622,1,1
1,circle,mismatch,simultaneous,0.667,1,0
1,square,mismatch,simultaneous,0.729,1,0
1,circle,match,simultaneous,0.604,1,1
1,triangle,mismatch,simultaneous,0.67,1,0
1,square,match,simultaneous,0.724,1,1
1,square,mismatch,simultaneous,0.657,1,0
1,triangle,match,simultaneous,0.689,1,1
1,square,match,simultaneous,0.742,1,1
1,circle,mismatch,simultaneous,0.738,1,0
1,circle,match,simultaneous,0.654,1,1
1,square,mismatch,simultaneous,0.823,1,0
1,square,match,simultaneous,0.573,1,1
1,square,mismatch,simultaneous,0.735,1,0
1,square,match,simultaneous,0.711,1,1
1,triangle,mismatch,simultaneous,0.806,1,0
1,circle,match,simultaneous,0.584,1,1
1,triangle,match,simultaneous,0.771,1,1
1,circle,mismatch,simultaneous,0.789,1,0
1,triangle,match,simultaneous,0.793,1,1
1,circle,mismatch,simultaneous,0.662,1,0
1,circle,match,simultaneous,0.654,1,1
1,triangle,mismatch,simultaneous,1.017,1,0
1,triangle,mismatch,simultaneous,0.995,1,0
1,square,mismatch,simultaneous,0.768,1,0
1,triangle,match,simultaneous,0.685,1,1
1,circle,match,simultaneous,0.658,1,1
1,triangle,match,simultaneous,0.638,1,1
1,square,match,simultaneous,0.675,1,1
1,circle,mismatch,simultaneous,0.741,1,0
1,circle,match,simultaneous,0.612,1,1
1,square,mismatch,simultaneous,0.69,1,0
1,square,match,simultaneous,0.611,1,1
1,triangle,mismatch,simultaneous,0.642,1,0
1,circle,mismatch,simultaneous,0.684,0,1
1,square,match,simultaneous,0.593,1,1
1,circle,match,simultaneous,0.636,1,1
1,square,match,simultaneous,0.604,1,1
1,circle,match,simultaneous,0.61,1,1
1,triangle,match,simultaneous,0.686,1,1
1,square,mismatch,simultaneous,0.75,1,0
1,square,mismatch,simultaneous,0.829,1,0
1,triangle,match,simultaneous,0.64,1,1
1,circle,mismatch,simultaneous,0.673,1,0
1,circle,mismatch,simultaneous,0.836,1,0
1,triangle,mismatch,simultaneous,0.824,1,0
1,triangle,mismatch,simultaneous,0.821,1,0
1,square,mismatch,simultaneous,0.661,1,0
1,triangle,match,simultaneous,0.744,1,1
1,triangle,match,simultaneous,0.66,1,1
1,circle,match,simultaneous,0.704,1,1
1,square,match,simultaneous,0.789,1,1
1,circle,match,simultaneous,0.716,1,1
1,circle,mismatch,simultaneous,0.676,1,0
1,square,match,simultaneous,0.67,1,1
1,square,mismatch,simultaneous,0.621,1,0
1,circle,mismatch,simultaneous,0.792,1,0
1,triangle,mismatch,simultaneous,0.756,1,0
1,triangle,mismatch,simultaneous,0.676,1,0
1,triangle,match,simultaneous,0.804,1,1
1,circle,mismatch,simultaneous,0.776,1,0
1,square,match,simultaneous,0.709,1,1
1,square,match,simultaneous,0.655,1,1
1,triangle,mismatch,simultaneous,0.663,1,0
1,circle,match,simultaneous,0.608,1,1
1,triangle,mismatch,simultaneous,0.836,1,0
1,square,mismatch,simultaneous,0.712,1,0
1,circle,mismatch,simultaneous,0.77,1,0
1,square,mismatch,simultaneous,0.767,1,0
1,triangle,match,simultaneous,0.685,1,1
1,circle,match,simultaneous,0.635,1,1
1,triangle,match,simultaneous,0.557,1,1
1,square,mismatch,simultaneous,0.603,1,0
1,circle,mismatch,simultaneous,0.693,1,0
1,triangle,mismatch,simultaneous,0.623,1,0
1,circle,mismatch,simultaneous,0.731,1,0
1,circle,match,simultaneous,0.649,1,1
1,square,match,simultaneous,0.614,1,1
1,square,match,simultaneous,0.607,1,1
1,circle,match,simultaneous,0.613,1,1
1,triangle,match,simultaneous,0.623,1,1
1,triangle,mismatch,simultaneous,0.749,1,0
1,square,mismatch,simultaneous,0.809,1,0
1,square,match,simultaneous,0.709,1,1
1,circle,match,simultaneous,0.672,1,1
1,triangle,match,simultaneous,0.652,1,1
1,triangle,match,simultaneous,0.587,1,1
1,triangle,mismatch,simultaneous,0.62,1,0
1,circle,mismatch,simultaneous,0.702,1,0
1,square,mismatch,simultaneous,0.708,1,0
1,triangle,mismatch,simultaneous,0.782,1,0
1,circle,match,simultaneous,0.675,1,1
1,square,match,simultaneous,0.839,1,1
1,square,mismatch,simultaneous,0.682,1,0
1,circle,mismatch,simultaneous,0.791,1,0
1,square,mismatch,simultaneous,0.732,1,0
1,square,mismatch,simultaneous,0.724,1,0
1,circle,mismatch,simultaneous,0.69,1,0
1,triangle,mismatch,simultaneous,0.867,1,0
1,square,match,simultaneous,0.614,1,1
1,triangle,match,simultaneous,0.629,1,1
1,triangle,match,simultaneous,0.752,0,0
1,circle,match,simultaneous,0.659,1,1
1,circle,mismatch,simultaneous,0.747,1,0
1,triangle,mismatch,simultaneous,0.78,1,0
1,square,match,simultaneous,0.653,1,1
1,circle,match,simultaneous,0.669,1,1
1,triangle,mismatch,simultaneous,0.793,1,0
1,circle,match,simultaneous,0.624,1,1
1,circle,mismatch,simultaneous,0.729,1,0
1,square,mismatch,simultaneous,0.791,1,0
1,square,match,simultaneous,0.657,1,1
1,triangle,mismatch,simultaneous,0.831,1,0
1,triangle,match,simultaneous,0.677,1,1
1,square,mismatch,simultaneous,0.715,1,0
1,circle,mismatch,simultaneous,0.829,1,0
1,circle,match,simultaneous,0.615,1,1
1,square,match,simultaneous,0.583,1,1
1,triangle,match,simultaneous,0.6,1,1
1,triangle,mismatch,simultaneous,0.651,1,0
1,square,mismatch,simultaneous,0.846,1,0
1,triangle,mismatch,simultaneous,0.696,1,0
1,square,mismatch,simultaneous,0.768,1,0
1,circle,mismatch,simultaneous,0.92,1,0
1,triangle,match,simultaneous,0.636,1,1
1,circle,match,simultaneous,0.652,1,1
1,square,match,simultaneous,0.577,1,1
1,square,match,simultaneous,0.606,1,1
1,circle,mismatch,simultaneous,0.591,1,0
1,triangle,match,simultaneous,0.611,1,1
1,circle,match,simultaneous,0.687,1,1
1,triangle,match,simultaneous,0.738,1,1
1,circle,match,simultaneous,0.572,1,1
1,circle,match,simultaneous,0.511,1,1
1,square,mismatch,simultaneous,0.738,1,0
1,circle,mismatch,simultaneous,0.692,1,0
1,circle,mismatch,simultaneous,0.848,1,0
1,triangle,mismatch,simultaneous,0.771,1,0
1,triangle,match,simultaneous,0.607,1,1
1,square,match,simultaneous,0.607,1,1
1,square,match,simultaneous,0.621,1,1
1,square,mismatch,simultaneous,0.733,1,0
1,triangle,mismatch,simultaneous,0.946,1,0
1,circle,match,simultaneous,0.695,1,1
1,square,match,simultaneous,0.651,1,1
