subj_idx,matchness,valence,condition,N,countN,ACC
14,match,circle,word_first,39,37,0.9487179487179487
14,match,square,image_first,40,29,0.725
14,match,square,simultaneous,40,27,0.675
14,match,square,word_first,40,29,0.725
14,match,triangle,image_first,40,39,0.975
14,match,triangle,simultaneous,40,33,0.825
14,match,triangle,word_first,40,40,1
14,mismatch,circle,image_first,40,38,0.95
14,mismatch,circle,simultaneous,40,35,0.875
14,mismatch,circle,word_first,39,37,0.9487179487179487
14,mismatch,square,image_first,40,39,0.975
14,mismatch,square,simultaneous,40,38,0.95
14,mismatch,square,word_first,40,40,1
14,mismatch,triangle,image_first,39,34,0.8717948717948718
14,mismatch,triangle,simultaneous,40,35,0.875
14,mismatch,triangle,word_first,40,34,0.85
15,match,circle,image_first,37,36,0.972972972972973
15,match,circle,simultaneous,40,38,0.95
15,match,circle,word_first,39,38,0.9743589743589743
15,match,square,image_first,37,35,0.9459459459459459
15,match,square,simultaneous,40,37,0.925
15,match,square,word_first,39,38,0.9743589743589743
15,match,triangle,image_first,36,35,0.9722222222222222
15,match,triangle,simultaneous,39,37,0.9487179487179487
15,match,triangle,word_first,39,38,0.9743589743589743
15,mismatch,circle,image_first,34,31,0.9117647058823529
15,mismatch,circle,simultaneous,40,30,0.75
15,mismatch,circle,word_first,39,32,0.8205128205128205
15,mismatch,square,image_first,37,30,0.8108108108108109
15,mismatch,square,simultaneous,40,34,0.85
15,mismatch,square,word_first,40,33,0.825
15,mismatch,triangle,image_first,38,32,0.8421052631578947
15,mismatch,triangle,simultaneous,39,39,1
15,mismatch,triangle,word_first,39,35,0.8974358974358975
16,match,circle,image_first,40,40,1
16,match,circle,simultaneous,40,40,1
16,match,circle,word_first,38,35,0.9210526315789473
16,match,square,image_first,40,39,0.975
16,match,square,simultaneous,40,39,0.975
16,match,square,word_first,38,37,0.9736842105263158
16,match,triangle,image_first,40,40,1
16,match,triangle,simultaneous,40,40,1
16,match,triangle,word_first,38,38,1
16,mismatch,circle,image_first,40,39,0.975
16,mismatch,circle,simultaneous,40,38,0.95
16,mismatch,circle,word_first,38,38,1
16,mismatch,square,image_first,40,38,0.95
16,mismatch,square,simultaneous,40,40,1
16,mismatch,square,word_first,38,36,0.9473684210526315
16,mismatch,triangle,image_first,40,38,0.95
16,mismatch,triangle,simultaneous,40,39,0.975
16,mismatch,triangle,word_first,39,38,0.9743589743589743
17,match,circle,image_first,40,39,0.975
17,match,circle,simultaneous,40,31,0.775
17,match,circle,word_first,40,38,0.95
17,match,square,image_first,40,33,0.825
17,match,square,simultaneous,39,26,0.6666666666666666
17,match,square,word_first,40,37,0.925
17,match,triangle,image_first,40,36,0.9
17,match,triangle,simultaneous,40,40,1
17,match,triangle,word_first,39,36,0.9230769230769231
17,mismatch,circle,image_first,40,33,0.825
17,mismatch,circle,simultaneous,39,36,0.9230769230769231
17,mismatch,circle,word_first,39,37,0.9487179487179487
17,mismatch,square,image_first,39,35,0.8974358974358975
17,mismatch,square,simultaneous,40,38,0.95
17,mismatch,square,word_first,40,36,0.9
17,mismatch,triangle,image_first,40,38,0.95
17,mismatch,triangle,simultaneous,40,36,0.9
17,mismatch,triangle,word_first,39,36,0.9230769230769231
18,match,circle,image_first,40,36,0.9
18,match,circle,simultaneous,40,36,0.9
18,match,circle,word_first,40,38,0.95
18,match,square,image_first,40,38,0.95
18,match,square,simultaneous,40,35,0.875
18,match,square,word_first,40,35,0.875
18,match,triangle,image_first,40,39,0.975
18,match,triangle,simultaneous,40,38,0.95
18,match,triangle,word_first,40,38,0.95
18,mismatch,circle,image_first,40,38,0.95
18,mismatch,circle,simultaneous,40,37,0.925
18,mismatch,circle,word_first,40,39,0.975
18,mismatch,square,image_first,40,39,0.975
18,mismatch,square,simultaneous,40,35,0.875
18,mismatch,square,word_first,40,39,0.975
18,mismatch,triangle,image_first,40,37,0.925
18,mismatch,triangle,simultaneous,39,35,0.8974358974358975
18,mismatch,triangle,word_first,40,38,0.95
19,match,circle,image_first,40,37,0.925
19,match,circle,simultaneous,40,35,0.875
19,match,circle,word_first,40,37,0.925
19,match,square,image_first,40,38,0.95
19,match,square,simultaneous,40,36,0.9
19,match,square,word_first,40,36,0.9
19,match,triangle,image_first,39,37,0.9487179487179487
19,match,triangle,simultaneous,40,38,0.95
19,match,triangle,word_first,40,40,1
19,mismatch,circle,image_first,39,39,1
19,mismatch,circle,simultaneous,40,38,0.95
19,mismatch,circle,word_first,40,39,0.975
19,mismatch,square,image_first,40,39,0.975
19,mismatch,square,simultaneous,40,37,0.925
19,mismatch,square,word_first,40,39,0.975
19,mismatch,triangle,image_first,40,39,0.975
19,mismatch,triangle,simultaneous,40,35,0.875
19,mismatch,triangle,word_first,40,36,0.9
20,match,circle,image_first,40,39,0.975
20,match,circle,simultaneous,40,39,0.975
20,match,circle,word_first,40,39,0.975
20,match,square,image_first,39,33,0.8461538461538461
20,match,square,simultaneous,40,36,0.9
20,match,square,word_first,39,34,0.8717948717948718
20,match,triangle,image_first,40,30,0.75
20,match,triangle,simultaneous,38,32,0.8421052631578947
20,match,triangle,word_first,38,36,0.9473684210526315
20,mismatch,circle,image_first,40,38,0.95
20,mismatch,circle,simultaneous,38,32,0.8421052631578947
20,mismatch,circle,word_first,40,39,0.975
20,mismatch,square,image_first,39,39,1
20,mismatch,square,simultaneous,38,36,0.9473684210526315
20,mismatch,square,word_first,40,38,0.95
20,mismatch,triangle,image_first,40,40,1
20,mismatch,triangle,simultaneous,38,36,0.9473684210526315
20,mismatch,triangle,word_first,39,39,1
21,match,circle,image_first,39,37,0.9487179487179487
21,match,circle,simultaneous,40,40,1
21,match,circle,word_first,40,40,1
21,match,square,image_first,40,40,1
21,match,square,simultaneous,40,38,0.95
21,match,square,word_first,40,36,0.9
21,match,triangle,image_first,40,39,0.975
21,match,triangle,simultaneous,40,37,0.925
21,match,triangle,word_first,40,40,1
21,mismatch,circle,image_first,40,39,0.975
21,mismatch,circle,simultaneous,40,40,1
21,mismatch,circle,word_first,40,39,0.975
21,mismatch,square,image_first,40,39,0.975
21,mismatch,square,simultaneous,40,38,0.95
21,mismatch,square,word_first,40,40,1
21,mismatch,triangle,image_first,39,38,0.9743589743589743
21,mismatch,triangle,simultaneous,40,40,1
21,mismatch,triangle,word_first,39,38,0.9743589743589743
22,match,circle,image_first,40,35,0.875
22,match,circle,simultaneous,40,37,0.925
22,match,circle,word_first,40,35,0.875
22,match,square,image_first,40,37,0.925
22,match,square,simultaneous,40,39,0.975
22,match,square,word_first,40,40,1
22,match,triangle,image_first,40,34,0.85
22,match,triangle,simultaneous,40,35,0.875
22,match,triangle,word_first,40,36,0.9
22,mismatch,circle,image_first,40,40,1
22,mismatch,circle,simultaneous,40,38,0.95
22,mismatch,circle,word_first,40,35,0.875
22,mismatch,square,image_first,39,38,0.9743589743589743
22,mismatch,square,simultaneous,40,38,0.95
22,mismatch,square,word_first,40,36,0.9
22,mismatch,triangle,image_first,40,39,0.975
22,mismatch,triangle,simultaneous,40,40,1
22,mismatch,triangle,word_first,40,40,1
23,match,circle,image_first,40,34,0.85
23,match,circle,simultaneous,40,37,0.925
23,match,circle,word_first,40,38,0.95
23,match,square,image_first,40,33,0.825
23,match,square,simultaneous,40,35,0.875
23,match,square,word_first,40,32,0.8
23,match,triangle,image_first,40,38,0.95
23,match,triangle,simultaneous,40,39,0.975
23,match,triangle,word_first,40,40,1
23,mismatch,circle,image_first,40,32,0.8
23,mismatch,circle,simultaneous,40,30,0.75
23,mismatch,circle,word_first,40,33,0.825
23,mismatch,square,image_first,40,30,0.75
23,mismatch,square,simultaneous,40,27,0.675
23,mismatch,square,word_first,40,37,0.925
23,mismatch,triangle,image_first,40,35,0.875
23,mismatch,triangle,simultaneous,40,38,0.95
23,mismatch,triangle,word_first,40,35,0.875
24,match,circle,image_first,40,38,0.95
24,match,circle,simultaneous,40,38,0.95
24,match,circle,word_first,39,39,1
24,match,square,image_first,40,38,0.95
24,match,square,simultaneous,40,37,0.925
24,match,square,word_first,40,39,0.975
24,match,triangle,image_first,40,37,0.925
24,match,triangle,simultaneous,40,34,0.85
24,match,triangle,word_first,40,37,0.925
24,mismatch,circle,image_first,40,40,1
24,mismatch,circle,simultaneous,39,38,0.9743589743589743
24,mismatch,circle,word_first,40,39,0.975
24,mismatch,square,image_first,40,39,0.975
24,mismatch,square,simultaneous,39,37,0.9487179487179487
24,mismatch,square,word_first,40,39,0.975
24,mismatch,triangle,image_first,40,40,1
24,mismatch,triangle,simultaneous,40,40,1
24,mismatch,triangle,word_first,40,39,0.975
25,match,circle,image_first,40,34,0.85
25,match,circle,simultaneous,39,39,1
25,match,circle,word_first,40,38,0.95
25,match,square,image_first,40,35,0.875
25,match,square,simultaneous,40,36,0.9
25,match,square,word_first,40,36,0.9
25,match,triangle,image_first,40,38,0.95
25,match,triangle,simultaneous,40,39,0.975
25,match,triangle,word_first,40,39,0.975
25,mismatch,circle,image_first,40,39,0.975
25,mismatch,circle,simultaneous,40,39,0.975
25,mismatch,circle,word_first,40,38,0.95
25,mismatch,square,image_first,40,38,0.95
25,mismatch,square,simultaneous,40,30,0.75
25,mismatch,square,word_first,40,39,0.975
25,mismatch,triangle,image_first,40,40,1
25,mismatch,triangle,simultaneous,40,38,0.95
25,mismatch,triangle,word_first,40,39,0.975
26,match,circle,image_first,40,38,0.95
26,match,circle,simultaneous,40,37,0.925
26,match,circle,word_first,40,40,1
26,match,square,image_first,40,38,0.95
26,match,square,simultaneous,39,37,0.9487179487179487
26,match,square,word_first,40,37,0.925
26,match,triangle,image_first,40,40,1
26,match,triangle,simultaneous,40,40,1
26,match,triangle,word_first,40,40,1
26,mismatch,circle,image_first,40,38,0.95
26,mismatch,circle,simultaneous,40,37,0.925
26,mismatch,circle,word_first,40,34,0.85
26,mismatch,square,image_first,40,36,0.9
26,mismatch,square,simultaneous,39,37,0.9487179487179487
26,mismatch,square,word_first,40,38,0.95
26,mismatch,triangle,image_first,40,39,0.975
26,mismatch,triangle,simultaneous,40,39,0.975
26,mismatch,triangle,word_first,40,35,0.875
27,match,circle,image_first,40,40,1
27,match,circle,simultaneous,40,40,1
27,match,circle,word_first,40,40,1
27,match,square,image_first,40,40,1
27,match,square,simultaneous,40,40,1
27,match,square,word_first,40,37,0.925
27,match,triangle,image_first,40,40,1
27,match,triangle,simultaneous,40,38,0.95
27,match,triangle,word_first,40,40,1
27,mismatch,circle,image_first,40,38,0.95
27,mismatch,circle,simultaneous,40,39,0.975
27,mismatch,circle,word_first,40,39,0.975
27,mismatch,square,image_first,40,39,0.975
27,mismatch,square,simultaneous,40,40,1
27,mismatch,square,word_first,40,39,0.975
27,mismatch,triangle,image_first,40,40,1
27,mismatch,triangle,simultaneous,40,40,1
27,mismatch,triangle,word_first,40,39,0.975
28,match,circle,image_first,40,40,1
28,match,circle,simultaneous,40,38,0.95
28,match,circle,word_first,40,38,0.95
28,match,square,image_first,40,35,0.875
28,match,square,simultaneous,40,36,0.9
28,match,square,word_first,40,37,0.925
28,match,triangle,image_first,40,39,0.975
28,match,triangle,simultaneous,40,39,0.975
28,match,triangle,word_first,40,40,1
28,mismatch,circle,image_first,40,39,0.975
28,mismatch,circle,simultaneous,40,36,0.9
28,mismatch,circle,word_first,40,39,0.975
28,mismatch,square,image_first,40,38,0.95
28,mismatch,square,simultaneous,40,35,0.875
28,mismatch,square,word_first,40,39,0.975
28,mismatch,triangle,image_first,40,40,1
28,mismatch,triangle,simultaneous,40,40,1
28,mismatch,triangle,word_first,40,38,0.95
29,match,circle,image_first,40,39,0.975
29,match,circle,simultaneous,40,37,0.925
29,match,circle,word_first,39,38,0.9743589743589743
29,match,square,image_first,40,37,0.925
29,match,square,simultaneous,40,37,0.925
29,match,square,word_first,40,35,0.875
29,match,triangle,image_first,40,40,1
29,match,triangle,simultaneous,40,40,1
29,match,triangle,word_first,40,38,0.95
29,mismatch,circle,image_first,40,39,0.975
29,mismatch,circle,simultaneous,39,39,1
29,mismatch,circle,word_first,40,36,0.9
29,mismatch,square,image_first,40,39,0.975
29,mismatch,square,simultaneous,39,34,0.8717948717948718
29,mismatch,square,word_first,40,38,0.95
29,mismatch,triangle,image_first,40,40,1
29,mismatch,triangle,simultaneous,40,40,1
29,mismatch,triangle,word_first,40,40,1
30,match,circle,image_first,40,39,0.975
30,match,circle,simultaneous,40,32,0.8
30,match,circle,word_first,40,36,0.9
30,match,square,image_first,40,40,1
30,match,square,simultaneous,40,39,0.975
30,match,square,word_first,40,40,1
30,match,triangle,image_first,40,38,0.95
30,match,triangle,simultaneous,40,37,0.925
30,match,triangle,word_first,40,38,0.95
30,mismatch,circle,image_first,40,40,1
30,mismatch,circle,simultaneous,40,38,0.95
30,mismatch,circle,word_first,40,37,0.925
30,mismatch,square,image_first,40,39,0.975
30,mismatch,square,simultaneous,40,36,0.9
30,mismatch,square,word_first,40,36,0.9
30,mismatch,triangle,image_first,40,38,0.95
30,mismatch,triangle,simultaneous,40,38,0.95
30,mismatch,triangle,word_first,40,39,0.975
31,match,circle,image_first,40,38,0.95
31,match,circle,simultaneous,38,36,0.9473684210526315
31,match,circle,word_first,39,38,0.9743589743589743
31,match,square,image_first,40,37,0.925
31,match,square,simultaneous,39,35,0.8974358974358975
31,match,square,word_first,38,36,0.9473684210526315
31,match,triangle,image_first,40,40,1
31,match,triangle,simultaneous,39,39,1
31,match,triangle,word_first,40,39,0.975
31,mismatch,circle,image_first,38,34,0.8947368421052632
31,mismatch,circle,simultaneous,39,33,0.8461538461538461
31,mismatch,circle,word_first,40,39,0.975
31,mismatch,square,image_first,39,32,0.8205128205128205
31,mismatch,square,simultaneous,40,36,0.9
31,mismatch,square,word_first,38,36,0.9473684210526315
31,mismatch,triangle,image_first,40,38,0.95
31,mismatch,triangle,simultaneous,40,38,0.95
31,mismatch,triangle,word_first,40,37,0.925
32,match,circle,image_first,40,38,0.95
32,match,circle,simultaneous,40,37,0.925
32,match,circle,word_first,40,37,0.925
32,match,square,image_first,40,36,0.9
32,match,square,simultaneous,40,37,0.925
32,match,square,word_first,40,36,0.9
32,match,triangle,image_first,40,39,0.975
32,match,triangle,simultaneous,40,40,1
32,match,triangle,word_first,40,40,1
32,mismatch,circle,image_first,40,38,0.95
32,mismatch,circle,simultaneous,40,39,0.975
32,mismatch,circle,word_first,40,38,0.95
32,mismatch,square,image_first,40,38,0.95
32,mismatch,square,simultaneous,40,36,0.9
32,mismatch,square,word_first,40,35,0.875
32,mismatch,triangle,image_first,40,38,0.95
32,mismatch,triangle,simultaneous,40,38,0.95
32,mismatch,triangle,word_first,40,38,0.95
33,match,circle,image_first,40,40,1
33,match,circle,simultaneous,40,39,0.975
33,match,circle,word_first,40,38,0.95
33,match,square,image_first,39,33,0.8461538461538461
33,match,square,simultaneous,40,39,0.975
33,match,square,word_first,40,39,0.975
33,match,triangle,image_first,40,38,0.95
33,match,triangle,simultaneous,38,34,0.8947368421052632
33,match,triangle,word_first,40,36,0.9
33,mismatch,circle,image_first,39,38,0.9743589743589743
33,mismatch,circle,simultaneous,40,37,0.925
33,mismatch,circle,word_first,40,35,0.875
33,mismatch,square,image_first,39,38,0.9743589743589743
33,mismatch,square,simultaneous,40,36,0.9
33,mismatch,square,word_first,40,38,0.95
33,mismatch,triangle,image_first,40,39,0.975
33,mismatch,triangle,simultaneous,40,37,0.925
33,mismatch,triangle,word_first,40,39,0.975
34,match,circle,image_first,40,40,1
34,match,circle,simultaneous,40,39,0.975
34,match,circle,word_first,40,38,0.95
34,match,square,image_first,40,40,1
34,match,square,simultaneous,40,39,0.975
34,match,square,word_first,40,40,1
34,match,triangle,image_first,40,40,1
34,match,triangle,simultaneous,38,34,0.8947368421052632
34,match,triangle,word_first,40,40,1
34,mismatch,circle,image_first,40,39,0.975
34,mismatch,circle,simultaneous,40,40,1
34,mismatch,circle,word_first,40,39,0.975
34,mismatch,square,image_first,40,40,1
34,mismatch,square,simultaneous,39,36,0.9230769230769231
34,mismatch,square,word_first,40,39,0.975
34,mismatch,triangle,image_first,40,38,0.95
34,mismatch,triangle,simultaneous,40,34,0.85
34,mismatch,triangle,word_first,40,40,1
35,match,circle,image_first,40,40,1
35,match,circle,simultaneous,40,39,0.975
35,match,circle,word_first,40,36,0.9
35,match,square,image_first,40,34,0.85
35,match,square,simultaneous,40,37,0.925
35,match,square,word_first,40,39,0.975
35,match,triangle,image_first,40,36,0.9
35,match,triangle,simultaneous,40,38,0.95
35,match,triangle,word_first,40,35,0.875
35,mismatch,circle,image_first,40,35,0.875
35,mismatch,circle,simultaneous,40,39,0.975
35,mismatch,circle,word_first,40,39,0.975
35,mismatch,square,image_first,40,40,1
35,mismatch,square,simultaneous,40,38,0.95
35,mismatch,square,word_first,40,40,1
35,mismatch,triangle,image_first,40,38,0.95
35,mismatch,triangle,simultaneous,40,37,0.925
35,mismatch,triangle,word_first,40,35,0.875
36,match,circle,image_first,40,40,1
36,match,circle,simultaneous,39,38,0.9743589743589743
36,match,circle,word_first,39,38,0.9743589743589743
36,match,square,image_first,40,37,0.925
36,match,square,simultaneous,39,27,0.6923076923076923
36,match,square,word_first,40,36,0.9
36,match,triangle,image_first,40,37,0.925
36,match,triangle,simultaneous,39,39,1
36,match,triangle,word_first,39,39,1
36,mismatch,circle,image_first,40,39,0.975
36,mismatch,circle,simultaneous,40,37,0.925
36,mismatch,circle,word_first,40,39,0.975
36,mismatch,square,image_first,40,36,0.9
36,mismatch,square,simultaneous,38,36,0.9473684210526315
36,mismatch,square,word_first,40,39,0.975
36,mismatch,triangle,image_first,40,39,0.975
36,mismatch,triangle,simultaneous,37,32,0.8648648648648649
36,mismatch,triangle,word_first,40,39,0.975
37,match,circle,image_first,40,37,0.925
37,match,circle,simultaneous,40,37,0.925
37,match,circle,word_first,39,36,0.9230769230769231
37,match,square,image_first,40,38,0.95
37,match,square,simultaneous,40,40,1
37,match,square,word_first,40,39,0.975
37,match,triangle,image_first,40,33,0.825
