subj_idx,valence,condition,CR,hit,FA,miss,hitR,faR,dprime
6,Neutral,word_first,40,37,0,2,0.9487179487179487,0.0125,3.8739506934512926
7,Bad,image_first,38,39,2,1,0.975,0.05,3.6048176114915265
7,Bad,simultaneous,38,36,2,4,0.9,0.05,2.9264051924960732
7,Bad,word_first,40,37,0,3,0.925,0.0125,3.6809341985434005
7,Good,image_first,38,39,2,1,0.975,0.05,3.6048176114915265
7,Good,simultaneous,40,40,0,0,0.9875,0.0125,4.482805455209891
7,Good,word_first,38,39,2,1,0.975,0.05,3.6048176114915265
7,Neutral,image_first,40,37,0,3,0.925,0.0125,3.6809341985434005
7,Neutral,simultaneous,39,32,1,8,0.8,0.025,2.8015852181129683
7,Neutral,word_first,37,34,3,6,0.85,0.075,2.475964860432245
8,Bad,image_first,39,33,1,7,0.825,0.025,2.8945532756135335
8,Bad,simultaneous,36,34,4,6,0.85,0.1,2.31798495503839
8,Bad,word_first,38,38,2,2,0.95,0.05,3.289707253902944
8,Good,image_first,36,34,4,6,0.85,0.1,2.31798495503839
8,Good,simultaneous,36,38,4,2,0.95,0.1,2.9264051924960723
8,Good,word_first,40,34,0,6,0.85,0.0125,3.277836117098734
8,Neutral,image_first,34,36,6,4,0.9,0.15,2.31798495503839
8,Neutral,simultaneous,29,37,11,3,0.925,0.275,2.037291596980934
8,Neutral,word_first,35,39,5,1,0.975,0.125,3.1103133649160615
9,Bad,image_first,38,40,2,0,0.9875,0.05,3.8862563545564193
9,Bad,simultaneous,39,37,1,3,0.925,0.025,3.39949545547851
9,Bad,word_first,39,35,1,5,0.875,0.025,3.1103133649160615
9,Good,image_first,39,39,1,1,0.975,0.025,3.919927969080107
9,Good,simultaneous,37,37,3,3,0.925,0.075,2.879062941876912
9,Good,word_first,39,37,1,3,0.925,0.025,3.39949545547851
9,Neutral,image_first,39,38,1,2,0.95,0.025,3.6048176114915256
9,Neutral,simultaneous,39,38,1,2,0.95,0.025,3.6048176114915256
9,Neutral,word_first,38,40,2,0,0.9875,0.05,3.8862563545564193
10,Bad,image_first,36,35,4,5,0.875,0.1,2.4319009459206087
10,Bad,simultaneous,38,38,2,2,0.95,0.05,3.289707253902944
10,Bad,word_first,36,38,4,2,0.95,0.1,2.9264051924960723
10,Good,image_first,37,40,2,0,0.9875,0.05128205128205128,3.873950693451295
10,Good,simultaneous,36,40,3,0,0.9875,0.07692307692307693,3.667479599877794
10,Good,word_first,40,38,0,2,0.95,0.0125,3.886256354556416
10,Neutral,image_first,39,39,0,1,0.975,0.01282051282051282,4.191569819800977
10,Neutral,simultaneous,40,38,0,1,0.9743589743589743,0.0125,4.1905147245448315
10,Neutral,word_first,40,38,0,2,0.95,0.0125,3.886256354556416
11,Bad,image_first,40,40,0,0,0.9875,0.0125,4.482805455209891
11,Bad,simultaneous,36,28,3,11,0.717948717948718,0.07692307692307693,2.002835436780645
11,Bad,word_first,39,36,1,3,0.9230769230769231,0.025,3.386040856812902
11,Good,image_first,40,40,0,0,0.9875,0.0125,4.482805455209891
11,Good,simultaneous,35,35,5,4,0.8974358974358975,0.125,2.417425131642452
11,Good,word_first,40,40,0,0,0.9875,0.0125,4.482805455209891
11,Neutral,image_first,39,38,1,1,0.9743589743589743,0.025,3.909075981479941
11,Neutral,simultaneous,33,36,5,3,0.9230769230769231,0.13157894736842105,2.5450352533354077
11,Neutral,word_first,39,40,1,0,0.9875,0.025,4.201366712145
12,Bad,image_first,25,35,15,5,0.875,0.375,1.468988744340383
12,Bad,simultaneous,29,34,10,6,0.85,0.2564102564102564,1.690885590225793
12,Bad,word_first,27,34,13,6,0.85,0.325,1.4901955796636686
12,Good,image_first,35,40,4,0,0.9875,0.10256410256410256,3.5084784788713907
12,Good,simultaneous,37,40,3,0,0.9875,0.075,3.680934198543402
12,Good,word_first,37,33,3,7,0.825,0.075,2.3741207620119353
12,Neutral,image_first,39,37,1,3,0.925,0.025,3.39949545547851
12,Neutral,simultaneous,30,39,10,1,0.975,0.25,2.634453734736135
12,Neutral,word_first,38,33,2,6,0.8461538461538461,0.05,2.6649298597376743
13,Bad,image_first,35,32,5,8,0.8,0.125,1.9919706139489222
13,Bad,simultaneous,31,29,9,11,0.725,0.225,1.3531751524029478
13,Bad,word_first,36,31,4,9,0.775,0.1,2.0369665919050703
13,Good,image_first,32,40,8,0,0.9875,0.2,3.0830239611778607
13,Good,simultaneous,32,40,8,0,0.9875,0.2,3.0830239611778607
13,Good,word_first,34,40,6,0,0.9875,0.15,3.277836117098736
13,Neutral,image_first,29,33,11,7,0.825,0.275,1.5323494171159582
13,Neutral,simultaneous,30,35,10,5,0.875,0.25,1.8248391305720895
13,Neutral,word_first,31,36,9,4,0.9,0.225,2.0369665919050703
14,Bad,image_first,38,28,1,11,0.717948717948718,0.02564102564102564,2.525870561447686
14,Bad,simultaneous,39,28,1,12,0.7,0.025,2.4843644972480945
14,Bad,word_first,35,36,5,4,0.9,0.125,2.4319009459206087
14,Good,image_first,30,35,10,4,0.8974358974358975,0.25,1.941565501462526
14,Good,simultaneous,35,37,5,3,0.925,0.125,2.5898808513144638
14,Good,word_first,30,25,10,15,0.625,0.25,0.9931291141604568
14,Neutral,image_first,39,34,1,6,0.85,0.025,2.996397374033843
14,Neutral,simultaneous,38,26,2,14,0.65,0.05,2.03017409335904
14,Neutral,word_first,34,32,6,8,0.8,0.15,1.8780546230667037
15,Bad,image_first,35,37,4,3,0.925,0.10256410256410256,2.7066072222049002
15,Bad,simultaneous,35,35,5,5,0.875,0.125,2.3006987607520157
15,Bad,word_first,37,38,2,2,0.95,0.05128205128205128,3.27740159279782
15,Good,image_first,34,36,6,4,0.9,0.15,2.31798495503839
15,Good,simultaneous,32,37,8,3,0.925,0.2,2.28115270451137
15,Good,word_first,31,39,9,0,0.9871794871794872,0.225,2.987020861621394
15,Neutral,image_first,34,38,6,2,0.95,0.15,2.681287016445261
15,Neutral,simultaneous,35,36,5,4,0.9,0.125,2.4319009459206087
15,Neutral,word_first,35,40,4,0,0.9875,0.10256410256410256,3.5084784788713907
16,Bad,image_first,37,37,2,3,0.925,0.05128205128205128,3.0720794367848043
16,Bad,simultaneous,37,39,3,1,0.975,0.075,3.399495455478509
16,Bad,word_first,40,39,0,1,0.975,0.0125,4.201366712144998
16,Good,image_first,39,36,1,4,0.9,0.025,3.241515550084655
16,Good,simultaneous,40,39,0,1,0.975,0.0125,4.201366712144998
16,Good,word_first,40,37,0,3,0.925,0.0125,3.6809341985434005
16,Neutral,image_first,40,37,0,3,0.925,0.0125,3.6809341985434005
16,Neutral,simultaneous,39,38,1,2,0.95,0.025,3.6048176114915256
16,Neutral,word_first,40,39,0,1,0.975,0.0125,4.201366712144998
17,Bad,image_first,37,33,3,7,0.825,0.075,2.3741207620119353
17,Bad,simultaneous,30,27,10,13,0.675,0.25,1.1282519403659612
17,Bad,word_first,32,30,8,10,0.75,0.2,1.516110983768996
17,Good,image_first,34,39,6,1,0.975,0.15,2.996397374033843
17,Good,simultaneous,29,31,11,9,0.775,0.275,1.3531751524029478
17,Good,word_first,35,40,5,0,0.9875,0.125,3.3917521079809543
17,Neutral,image_first,38,33,2,7,0.825,0.05,2.5794429180249523
17,Neutral,simultaneous,38,32,1,8,0.8,0.02564102564102564,2.790733230512802
17,Neutral,word_first,40,37,0,3,0.925,0.0125,3.6809341985434005
18,Bad,image_first,34,34,6,6,0.85,0.15,2.0728667789875788
18,Bad,simultaneous,34,33,6,7,0.825,0.15,1.9710226805672693
18,Bad,word_first,37,36,3,4,0.9,0.075,2.7210830364830567
18,Good,image_first,39,36,1,4,0.9,0.025,3.241515550084655
18,Good,simultaneous,36,37,4,3,0.925,0.1,2.7210830364830567
18,Good,word_first,37,39,3,1,0.975,0.075,3.399495455478509
18,Neutral,image_first,37,34,2,6,0.85,0.05128205128205128,2.668981355340138
18,Neutral,simultaneous,40,40,0,0,0.9875,0.0125,4.482805455209891
18,Neutral,word_first,35,38,5,2,0.95,0.125,2.7952030073274794
19,Bad,image_first,39,37,1,3,0.925,0.025,3.39949545547851
19,Bad,simultaneous,29,35,11,4,0.8974358974358975,0.275,1.8648358773089226
19,Bad,word_first,37,37,2,3,0.925,0.05128205128205128,3.0720794367848043
19,Good,image_first,37,36,2,4,0.9,0.05128205128205128,2.9140995313909492
19,Good,simultaneous,32,39,7,0,0.9871794871794872,0.1794871794871795,3.1489270208801523
19,Good,word_first,37,33,3,6,0.8461538461538461,0.075,2.4596077037246573
19,Neutral,image_first,30,34,10,6,0.85,0.25,1.710923139689871
19,Neutral,simultaneous,29,35,9,5,0.875,0.23684210526315788,1.8668468805539993
19,Neutral,word_first,31,36,9,4,0.9,0.225,2.0369665919050703
20,Bad,image_first,39,30,0,9,0.7692307692307693,0.01282051282051282,2.9679217526370527
20,Bad,simultaneous,39,34,1,4,0.8947368421052632,0.025,3.2120835048052734
20,Bad,word_first,38,36,2,2,0.9473684210526315,0.05,3.264709885589742
20,Good,image_first,40,39,0,1,0.975,0.0125,4.201366712144998
20,Good,simultaneous,36,38,1,2,0.95,0.02702702702702703,3.571256779915453
20,Good,word_first,39,38,1,1,0.9743589743589743,0.025,3.909075981479941
20,Neutral,image_first,39,39,1,1,0.975,0.025,3.919927969080107
20,Neutral,simultaneous,40,37,0,3,0.925,0.0125,3.6809341985434005
20,Neutral,word_first,38,36,2,4,0.9,0.05,2.9264051924960732
21,Bad,image_first,40,40,0,0,0.9875,0.0125,4.482805455209891
21,Bad,simultaneous,40,39,0,1,0.975,0.0125,4.201366712144998
21,Bad,word_first,40,36,0,4,0.9,0.0125,3.5229542931495454
21,Good,image_first,40,35,0,5,0.875,0.0125,3.3917521079809525
21,Good,simultaneous,38,39,2,1,0.975,0.05,3.6048176114915265
21,Good,word_first,39,36,1,4,0.9,0.025,3.241515550084655
21,Neutral,image_first,39,39,1,1,0.975,0.025,3.919927969080107
21,Neutral,simultaneous,40,40,0,0,0.9875,0.0125,4.482805455209891
21,Neutral,word_first,36,37,4,3,0.925,0.1,2.7210830364830567
22,Bad,image_first,36,33,4,7,0.825,0.1,2.2161408566180807
22,Bad,simultaneous,37,33,3,7,0.825,0.075,2.3741207620119353
22,Bad,word_first,37,32,3,8,0.8,0.075,2.28115270451137
22,Good,image_first,38,39,1,1,0.975,0.02564102564102564,3.9090759814799414
22,Good,simultaneous,38,39,1,0,0.9871794871794872,0.02564102564102564,4.180717832200813
22,Good,word_first,39,38,1,2,0.95,0.025,3.6048176114915256
22,Neutral,image_first,37,31,2,9,0.775,0.05128205128205128,2.387962992206818
22,Neutral,simultaneous,37,33,3,7,0.825,0.075,2.3741207620119353
22,Neutral,word_first,36,35,3,5,0.875,0.07692307692307693,2.5764262526488553
23,Bad,image_first,26,34,13,6,0.85,0.3333333333333333,1.4671606887892468
23,Bad,simultaneous,31,36,9,4,0.9,0.225,2.0369665919050703
23,Bad,word_first,27,24,13,16,0.6,0.325,0.7071092933056791
23,Good,image_first,33,38,7,2,0.95,0.175,2.579442918024952
23,Good,simultaneous,29,37,11,3,0.925,0.275,2.037291596980934
23,Good,word_first,27,38,13,2,0.95,0.325,2.0986158171213507
23,Neutral,image_first,35,39,5,1,0.975,0.125,3.1103133649160615
23,Neutral,simultaneous,38,33,2,7,0.825,0.05,2.5794429180249523
23,Neutral,word_first,35,36,5,4,0.9,0.125,2.4319009459206087
24,Bad,image_first,40,34,0,5,0.8717948717948718,0.0125,3.3763193455984357
24,Bad,simultaneous,38,34,1,4,0.8947368421052632,0.02564102564102564,3.201231517205107
24,Bad,word_first,39,32,1,8,0.8,0.025,2.8015852181129683
24,Good,image_first,34,40,4,0,0.9875,0.10526315789473684,3.4935222478701657
24,Good,simultaneous,36,39,3,0,0.9871794871794872,0.07692307692307693,3.6576827075337714
24,Good,word_first,38,38,2,2,0.95,0.05,3.289707253902944
24,Neutral,image_first,35,36,5,4,0.9,0.125,2.4319009459206087
24,Neutral,simultaneous,39,36,0,4,0.9,0.01282051282051282,3.513157400805524
24,Neutral,word_first,39,36,1,3,0.9230769230769231,0.025,3.386040856812902
25,Bad,image_first,36,25,4,14,0.6410256410256411,0.1,1.64275320325592
25,Bad,simultaneous,33,35,7,5,0.875,0.175,2.084938671449488
25,Bad,word_first,37,36,3,4,0.9,0.075,2.7210830364830567
25,Good,image_first,36,37,4,3,0.925,0.1,2.7210830364830567
25,Good,simultaneous,37,38,3,2,0.95,0.075,3.0843850978899274
25,Good,word_first,40,37,0,3,0.925,0.0125,3.6809341985434005
25,Neutral,image_first,39,21,1,19,0.525,0.025,2.022670762483268
25,Neutral,simultaneous,38,31,2,9,0.775,0.05,2.400268653311942
25,Neutral,word_first,36,30,4,10,0.75,0.1,1.9560413157406824
26,Bad,image_first,37,30,3,10,0.75,0.075,2.1140212211345375
26,Bad,simultaneous,36,34,4,6,0.85,0.1,2.31798495503839
26,Bad,word_first,39,32,1,8,0.8,0.025,2.8015852181129683
26,Good,image_first,37,28,3,12,0.7,0.075,1.9639319836464963
26,Good,simultaneous,40,27,0,10,0.7297297297297297,0.0125,2.853398521304539
26,Good,word_first,37,35,3,5,0.875,0.075,2.5898808513144633
26,Neutral,image_first,31,38,8,2,0.95,0.20512820512820512,2.4682961141752897
26,Neutral,simultaneous,36,36,2,4,0.9,0.05263157894736842,2.9014078241828702
26,Neutral,word_first,32,35,8,5,0.875,0.2,1.9919706139489222
27,Bad,image_first,39,38,1,2,0.95,0.025,3.6048176114915256
27,Bad,simultaneous,38,39,1,1,0.975,0.02564102564102564,3.9090759814799414
27,Bad,word_first,40,38,0,2,0.95,0.0125,3.886256354556416
27,Good,image_first,39,39,1,1,0.975,0.025,3.919927969080107
27,Good,simultaneous,40,40,0,0,0.9875,0.0125,4.482805455209891
27,Good,word_first,38,38,2,2,0.95,0.05,3.289707253902944
27,Neutral,image_first,37,40,3,0,0.9875,0.075,3.680934198543402
27,Neutral,simultaneous,38,38,2,2,0.95,0.05,3.289707253902944
27,Neutral,word_first,39,39,1,1,0.975,0.025,3.919927969080107
28,Bad,image_first,40,30,0,10,0.75,0.0125,2.9158924778010262
28,Bad,simultaneous,38,38,2,2,0.95,0.05,3.289707253902944
28,Bad,word_first,34,32,6,8,0.8,0.15,1.8780546230667037
28,Good,image_first,39,36,1,4,0.9,0.025,3.241515550084655
28,Good,simultaneous,38,35,2,5,0.875,0.05,2.7952030073274807
28,Good,word_first,40,37,0,3,0.925,0.0125,3.6809341985434005
28,Neutral,image_first,37,36,3,4,0.9,0.075,2.7210830364830567
28,Neutral,simultaneous,39,37,1,3,0.925,0.025,3.39949545547851
28,Neutral,word_first,39,38,1,2,0.95,0.025,3.6048176114915256
29,Bad,image_first,38,34,2,6,0.85,0.05,2.6812870164452622
29,Bad,simultaneous,33,35,7,5,0.875,0.175,2.084938671449488
29,Bad,word_first,32,38,8,2,0.95,0.2,2.486474860524386
29,Good,image_first,37,32,3,8,0.8,0.075,2.28115270451137
29,Good,simultaneous,28,32,12,8,0.8,0.3,1.3660217462809552
29,Good,word_first,30,37,10,3,0.925,0.25,2.1140212211345375
29,Neutral,image_first,38,39,2,1,0.975,0.05,3.6048176114915265
29,Neutral,simultaneous,40,37,0,3,0.925,0.0125,3.6809341985434005
29,Neutral,word_first,39,39,1,1,0.975,0.025,3.919927969080107
30,Bad,image_first,40,38,0,2,0.95,0.0125,3.886256354556416
30,Bad,simultaneous,39,38,1,2,0.95,0.025,3.6048176114915256
30,Bad,word_first,39,39,1,1,0.975,0.025,3.919927969080107
30,Good,image_first,39,40,1,0,0.9875,0.025,4.201366712145
30,Good,simultaneous,39,39,1,1,0.975,0.025,3.919927969080107
30,Good,word_first,40,36,0,4,0.9,0.0125,3.5229542931495454
30,Neutral,image_first,40,39,0,1,0.975,0.0125,4.201366712144998
30,Neutral,simultaneous,36,36,4,4,0.9,0.1,2.5631031310892016
30,Neutral,word_first,40,40,0,0,0.9875,0.0125,4.482805455209891
31,Bad,image_first,30,32,9,8,0.8,0.23076923076923078,1.5779371509490439
31,Bad,simultaneous,38,37,2,3,0.925,0.05,3.0843850978899283
31,Bad,word_first,35,36,5,4,0.9,0.125,2.4319009459206087
31,Good,image_first,33,40,7,0,0.9875,0.175,3.1759920186784267
31,Good,simultaneous,33,40,7,0,0.9875,0.175,3.1759920186784267
31,Good,word_first,30,40,9,0,0.9875,0.23076923076923078,2.977718644981076
31,Neutral,image_first,36,33,4,7,0.825,0.1,2.2161408566180807
31,Neutral,simultaneous,36,38,4,2,0.95,0.1,2.9264051924960723
31,Neutral,word_first,34,36,6,3,0.9230769230769231,0.15,2.4625102617666372
32,Bad,image_first,38,39,2,1,0.975,0.05,3.6048176114915265
32,Bad,simultaneous,37,37,3,3,0.925,0.075,2.879062941876912
32,Bad,word_first,38,39,2,1,0.975,0.05,3.6048176114915265
32,Good,image_first,34,40,6,0,0.9875,0.15,3.277836117098736
32,Good,simultaneous,36,39,4,1,0.975,0.1,3.2415155500846544
32,Good,word_first,40,36,0,4,0.9,0.0125,3.5229542931495454
32,Neutral,image_first,40,34,0,6,0.85,0.0125,3.277836117098734
32,Neutral,simultaneous,40,35,0,5,0.875,0.0125,3.3917521079809525
32,Neutral,word_first,38,38,2,2,0.95,0.05,3.289707253902944
33,Bad,image_first,39,39,1,1,0.975,0.025,3.919927969080107
33,Bad,simultaneous,36,40,3,0,0.9875,0.07692307692307693,3.667479599877794
33,Bad,word_first,37,36,3,4,0.9,0.075,2.7210830364830567
33,Good,image_first,28,33,12,7,0.825,0.3,1.4589898037815203
33,Good,simultaneous,30,38,10,2,0.95,0.25,2.319343377147553
33,Good,word_first,27,32,13,8,0.8,0.325,1.2953834237427937
33,Neutral,image_first,37,36,3,4,0.9,0.075,2.7210830364830567
33,Neutral,simultaneous,39,38,1,2,0.95,0.025,3.6048176114915256
33,Neutral,word_first,34,35,6,5,0.875,0.15,2.1867827698697972
34,Bad,image_first,39,38,1,2,0.95,0.025,3.6048176114915256
34,Bad,simultaneous,40,40,0,0,0.9875,0.0125,4.482805455209891
34,Bad,word_first,39,40,1,0,0.9875,0.025,4.201366712145
34,Good,image_first,38,40,1,0,0.9875,0.02564102564102564,4.190514724544834
34,Good,simultaneous,38,38,2,2,0.95,0.05,3.289707253902944
34,Good,word_first,40,39,0,1,0.975,0.0125,4.201366712144998
34,Neutral,image_first,40,38,0,2,0.95,0.0125,3.886256354556416
34,Neutral,simultaneous,38,40,2,0,0.9875,0.05,3.8862563545564193
34,Neutral,word_first,39,40,1,0,0.9875,0.025,4.201366712145
35,Bad,image_first,38,34,2,6,0.85,0.05,2.6812870164452622
35,Bad,simultaneous,37,35,3,5,0.875,0.075,2.5898808513144633
35,Bad,word_first,38,38,2,2,0.95,0.05,3.289707253902944
35,Good,image_first,36,39,4,1,0.975,0.1,3.2415155500846544
35,Good,simultaneous,37,39,3,1,0.975,0.075,3.399495455478509
35,Good,word_first,35,39,5,1,0.975,0.125,3.1103133649160615
35,Neutral,image_first,37,36,3,4,0.9,0.075,2.7210830364830567
35,Neutral,simultaneous,39,38,1,2,0.95,0.025,3.6048176114915256
35,Neutral,word_first,36,39,4,1,0.975,0.1,3.2415155500846544
36,Bad,image_first,35,34,5,6,0.85,0.125,2.1867827698697972
36,Bad,simultaneous,31,31,7,7,0.8157894736842105,0.18421052631578946,1.7988698153344675
36,Bad,word_first,32,39,8,1,0.975,0.2,2.801585218112968
36,Good,image_first,36,39,4,1,0.975,0.1,3.2415155500846544
36,Good,simultaneous,35,39,2,0,0.9871794871794872,0.05405405405405406,3.838360904230167
36,Good,word_first,38,38,2,2,0.95,0.05,3.289707253902944
36,Neutral,image_first,38,39,2,1,0.975,0.05,3.6048176114915265
36,Neutral,simultaneous,35,38,4,0,0.9868421052631579,0.10256410256410256,3.488595339604281
36,Neutral,word_first,39,38,1,2,0.95,0.025,3.6048176114915256
37,Bad,image_first,34,32,6,8,0.8,0.15,1.8780546230667037
37,Bad,simultaneous,39,39,1,1,0.975,0.025,3.919927969080107
37,Bad,word_first,39,38,1,2,0.95,0.025,3.6048176114915256
37,Good,image_first,32,40,8,0,0.9875,0.2,3.0830239611778607
37,Good,simultaneous,33,40,7,0,0.9875,0.175,3.1759920186784267
37,Good,word_first,34,38,6,2,0.95,0.15,2.681287016445261
37,Neutral,image_first,34,30,6,10,0.75,0.15,1.710923139689871
37,Neutral,simultaneous,38,36,1,4,0.9,0.02564102564102564,3.2306635624844886
37,Neutral,word_first,37,36,3,4,0.9,0.075,2.7210830364830567
38,Bad,image_first,37,36,3,4,0.9,0.075,2.7210830364830567
38,Bad,simultaneous,33,37,6,3,0.925,0.15384615384615385,2.4596077037246573
38,Bad,word_first,40,36,0,4,0.9,0.0125,3.5229542931495454
38,Good,image_first,36,36,4,4,0.9,0.1,2.5631031310892016
38,Good,simultaneous,30,32,8,7,0.8205128205128205,0.21052631578947367,1.721917565979528
38,Good,word_first,35,35,4,4,0.8974358974358975,0.10256410256410256,2.5341515025328887
38,Neutral,image_first,37,39,2,1,0.975,0.05128205128205128,3.592511950386402
38,Neutral,simultaneous,34,36,5,2,0.9473684210526315,0.1282051282051282,2.75477287663176
38,Neutral,word_first,38,32,2,5,0.8648648648648649,0.05,2.747293993966638
39,Bad,image_first,31,33,8,7,0.825,0.20512820512820512,1.7580317782972978
39,Bad,simultaneous,28,27,11,10,0.7297297297297297,0.28205128205128205,1.1887543582073925
39,Bad,word_first,28,32,12,6,0.8421052631578947,0.3,1.5275484803705741
39,Good,image_first,35,38,5,2,0.95,0.125,2.7952030073274794
39,Good,simultaneous,23,30,15,9,0.7692307692307693,0.39473684210526316,1.0033100427810822
39,Good,word_first,29,38,10,2,0.95,0.2564102564102564,2.299305827683475
39,Neutral,image_first,30,31,9,9,0.775,0.23076923076923078,1.4917309437365986
39,Neutral,simultaneous,26,18,9,17,0.5142857142857142,0.2571428571428571,0.6879956180028558
39,Neutral,word_first,36,35,4,5,0.875,0.1,2.4319009459206087
40,Bad,image_first,37,32,3,8,0.8,0.075,2.28115270451137
40,Bad,simultaneous,37,32,3,8,0.8,0.075,2.28115270451137
40,Bad,word_first,35,29,5,11,0.725,0.125,1.7481095064184862
40,Good,image_first,38,40,2,0,0.9875,0.05,3.8862563545564193
40,Good,simultaneous,39,40,1,0,0.9875,0.025,4.201366712145
40,Good,word_first,37,39,3,1,0.975,0.075,3.399495455478509
40,Neutral,image_first,40,37,0,3,0.925,0.0125,3.6809341985434005
40,Neutral,simultaneous,39,36,1,4,0.9,0.025,3.241515550084655
40,Neutral,word_first,39,36,1,4,0.9,0.025,3.241515550084655
